Codice;Ubicazione;Area di Competenza;DescrizioneVia;Civico;CodiceVia;insegna;settore_merceologico;settore_storico_cf_n;settore_storico_cf_preval;settore_storico_cf_s;superficie_totale;superficie_vendita;MUNICIPIO;LONGIT;LATIT;Location
C-EV/41618;Corso GENOVA N. 20| isolato:133| accesso: accesso esterno| (z.d. 1);VENDITA - In sede fissa;Corso GENOVA;20;5164;;non alimentare;;abbigliamento;settore non alimentare;661;630;1;9.17492858335;45.456967632;45.456967632, 9.17492858335
EV/115950;CORSO VITTORIO EMANUELE II N. 24 /28 (z.d. 1);VENDITA - In sede fissa;CORSO VITTORIO EMANUELE II;24;214;;Non Alimentare;;;;1233;637;1;9.19543360178;45.465341227;45.465341227, 9.19543360178
EV/116172;VIA CASTELBARCO GIAN CARLO N. 11 (z.d. 5);VENDITA - In sede fissa;VIA CASTELBARCO GIAN CARLO;11;4201;;Alimentare|Non Alimentare;;;;975;638;5;9.18661936077;45.4485358297;45.4485358297, 9.18661936077
C-EV/22984;Viale BELISARIO N. 3| isolato:165| accesso: accesso esterno| (z.d. 8);VENDITA - In sede fissa;Viale BELISARIO;3;6360;unes;alimentare|non alimentare;(con l'esclusione dei prodotti per i quali e' previsto uno specifico diploma) ;supermercato alimentare;settore alimentare/non aliment;1770;650;8;9.15848075912;45.4732015587;45.4732015587, 9.15848075912
C-EV/22985;Piazzale CHIESA DAMIANO N. 2| isolato:039| accesso: accesso esterno| (z.d. 8);VENDITA - In sede fissa;Piazzale CHIESA DAMIANO;2;7164;unes;alimentare|non alimentare;(con l'esclusione dei prodotti per i quali e' previsto uno specifico diploma) ;supermercato alimentare;settore alimentare/non aliment;2003;650;8;9.1570758632;45.4842900042;45.4842900042, 9.1570758632
EV/104818;Via LORENTEGGIO N. 246 (z.d. 6);VENDITA - In sede fissa;Via LORENTEGGIO;246;5132;;Non Alimentare;;;;685;650;6;9.12298124516;45.4458221918;45.4458221918, 9.12298124516
C-EV/31636;Viale STELVIO N. 3| isolato:215| accesso: accesso esterno| (z.d. 9);VENDITA - In sede fissa;Viale STELVIO;3;1227;;non alimentare;;autoveicoli;xiv sub 10;2500;651;9;9.19194800575;45.4926268186;45.4926268186, 9.19194800575
C-EV/38747;Via VISCONTI ALEX box in mcc num.024/a| isolato:003| accesso: accesso interno| (z.d. 8);VENDITA - In sede fissa;Via VISCONTI ALEX;;7529;;alimentare|non alimentare;;minimercati;i (cont.anteced. d.m. 375/88)|xiii (libri)|xii sub 2|xiv-prod.l'igien.pers. e casa|vi|ii|xii-materiale elettrico;741;653;;;;
C-EV/26145;Via FREIKOFEL N. 2| isolato:088| accesso: accesso esterno| (z.d. 4);VENDITA - In sede fissa;Via FREIKOFEL;2;4367;coop;alimentare|non alimentare;(con l'esclusione dei prodotti per i quali e' previsto per legge uno specifico diploma)  attivita' prevalente<: supermercato ;supermercato alimentare;settore alimentare/non aliment;654;654;4;9.24457024225;45.4311961998;45.4311961998, 9.24457024225
C-EV/45783;Corso VENEZIA N. 7|cso venezia 007| isolato:261| accesso: accesso esterno| (z.d. 1);VENDITA - In sede fissa;Corso VENEZIA;7;238;d. E g.;non alimentare;(con l'esclusione dei prodotti per i quali e' previsto per legge uno specifico diploma)  attivita' prevalente:il commercio di generi di abbigliamento e accessori, profumi  ;abbigliamento;settore non alimentare;867;656;1;9.19815212887;45.4677381086;45.4677381086, 9.19815212887
EV/112891;Via MONTE NAPOLEONE N. 27C (z.d. 1);VENDITA - In sede fissa;Via MONTE NAPOLEONE;27C;219;;Non Alimentare;;;;1165;657;1;9.19319655369;45.4697416996;45.4697416996, 9.19319655369
EV/108308;PIAZZA GAE AULENTI N. 4 (z.d. 9);VENDITA - In sede fissa;PIAZZA GAE AULENTI;4;1785;;Non Alimentare;;;;759;658;9;9.18888369444;45.4833032416;45.4833032416, 9.18888369444
C-EV/46138;VIA PRINETTI LUIGI N. 44| isolato:282| accesso: accesso esterno| (z.d. 2);VENDITA - In sede fissa;VIA PRINETTI LUIGI;44;2329;;non alimentare;;;xii-radio e tv|xii-elettrodomestici|xii sub 1;659;659;2;9.23293024157;45.4988362713;45.4988362713, 9.23293024157
C-EV/35548;Via FARINI CARLO N. 47| isolato:251| accesso: accesso esterno| (z.d. 9);VENDITA - In sede fissa;Via FARINI CARLO;47;1114;;non alimentare;|xiv articoli di arredo casa|;mobili;xii sub 1|xiv|x|xii sub 2|xii sub 3;660;660;9;9.18374392461;45.4912000846;45.4912000846, 9.18374392461
C-EV/49833;VIALE ESPINASSE CARLO N. 137| isolato:103| accesso: accesso esterno| (z.d. 8) espinasse carlo 137;VENDITA - In sede fissa;;;;penny market;alimentare|non alimentare;(con l'esclusione dei prodotti per i quali e' previsto per legge uno specifico diploma)  attivita' prevalente: supermercato ;supermercato alimentare;settore alimentare/non aliment;879;662;;;;
EV/108830;PIAZZA DUCA D'AOSTA interno stazione centrale;VENDITA - In sede fissa;PIAZZA DUCA D'AOSTA;;1200;;Alimentare|Non Alimentare;;;;1169;663;;;;
C-EV/10152;Via INNOMINATO (DELL') N. 2| isolato:082| accesso: accesso esterno| (z.d. 5);VENDITA - In sede fissa;Via INNOMINATO (DELL');2;5414;varco spa.;non alimentare;autoveicoli  ;autoveicoli;settore non alimentare;7140;664;5;9.17129673284;45.4360266325;45.4360266325, 9.17129673284
C-EV/26492;Corso BUENOS AIRES N. 51| isolato:044| accesso: accesso esterno| (z.d. 3);VENDITA - In sede fissa;Corso BUENOS AIRES;51;2129;libreria del corso;non alimentare;(con l'esclusione dei prodotti per i quali e' previsto per legge uno specifico diploma)  attivita' prevalente: libreria ;libreria;settore non alimentare;787;666;3;9.21186115956;45.4814674766;45.4814674766, 9.21186115956
C-EV/57575;Piazzale BOLOGNA N. 7| isolato:005| accesso: accesso esterno| (z.d. 4);VENDITA - In sede fissa;Piazzale BOLOGNA;7;4172;;alimentare|non alimentare;;supermercato alimentare;settore alimentare/non aliment;1315;670;4;9.22369978825;45.4447049879;45.4447049879, 9.22369978825
C-EV/22048;Via RIPAMONTI GIUSEPPE N. 37 (z.d. 5);VENDITA - In sede fissa;Via RIPAMONTI GIUSEPPE;37;4066;;Non Alimentare|Alimentare;;;;1109;673;5;9.19843489637;45.4459704651;45.4459704651, 9.19843489637
C-EV/44339;Via GROSIO N. 9| isolato:202| accesso: accesso esterno| (z.d. 8);VENDITA - In sede fissa;Via GROSIO;9;7483;fiat succ. vendita assist;non alimentare;con esclusione dei prodotti per i quali e' previsto per legge uno specifico diploma  attivita' prevalente:commercializzazione di autovetture e veicoli commerciali al dettaglio  ;autoveicoli;settore non alimentare;17858;675;8;9.12311043712;45.4993089464;45.4993089464, 9.12311043712
EV/107301;Corso VITTORIO EMANUELE II N. 24 (z.d. 1);VENDITA - In sede fissa;Corso VITTORIO EMANUELE II;24;214;;Non Alimentare;;;;807;675;1;9.19543360178;45.465341227;45.465341227, 9.19543360178
EV/115597;VIA OREFICI N. 13 (z.d. 1);VENDITA - In sede fissa;VIA OREFICI;13;547;;Non Alimentare;;;;839;677;1;9.18651348665523;45.4648490413709;45.4648490413709, 9.18651348665523
C-EV/46844;VIA MASSARA DE CAPITANI N. 15| isolato:036| accesso: area ap.rec.| (z.d. 9) massara de capitani 15;VENDITA - In sede fissa;;;;penny market;alimentare|non alimentare;(con esclusione dei prodotti per i quali e' previsto per legge uno specifico diploma)  attivita' prevalente supermercato ;supermercato alimentare;settore alimentare/non aliment;762;680;;;;
EV/116171;VIA RICCIARELLI DANIELE N. 11 (z.d. 7);VENDITA - In sede fissa;VIA RICCIARELLI DANIELE;11;6553;;Alimentare|Non Alimentare;;;;1289;681;7;9.1416067426;45.4714084518;45.4714084518, 9.1416067426
EV/115604;GALLERIA PASSARELLA N. 2 (z.d. 1);VENDITA - In sede fissa;GALLERIA PASSARELLA;2;303;;Non Alimentare;;;;1004;688;1;9.19713258636;45.4656162338;45.4656162338, 9.19713258636
EV/111624;Viale MARTINI ENRICO N. 9 (z.d. 4);VENDITA - In sede fissa;Viale MARTINI ENRICO;9;4175;;Non Alimentare;;;;711;692;4;9.22455683655;45.4387641127;45.4387641127, 9.22455683655
C-EV/27929;VIA MICHELINO DA BESOZZO N. 14| isolato:300| accesso: accesso esterno| (z.d. 8);VENDITA - In sede fissa;VIA MICHELINO DA BESOZZO;14;703;sma supermercati alimenta;alimentare|non alimentare;(con l'esclusione dei prodotti per i quali e' previsto per legge uno specifico diploma)  ;supermercato alimentare;settore alimentare/non aliment;1703;695;;;;
C-EV/22957;VIALE STELVIO N. 47 aff. az. tacit. rinnov.| isolato:204| accesso: accesso esterno| (z.d. 9);VENDITA - In sede fissa;VIALE STELVIO;47;703;punto sma;alimentare|non alimentare;(con l'esclusione dei prodotti per i quali è previsto per legge uno specifico diploma)  attivita' prevalente:vendita al dettaglio di generi alimentari e non ;supermercato alimentare;settore alimentare/non aliment;1187;700;;;;
EV/103834;Viale MONZA N. 162 (z.d. 2);VENDITA - In sede fissa;Viale MONZA;162;2274;;Non Alimentare;;;;853;700;2;9.22318715646;45.506853349;45.506853349, 9.22318715646
C-EV/75898;Via SPERONARI N. 8|via speronari 008| isolato:447| accesso: accesso esterno| (z.d. 1);VENDITA - In sede fissa;Via SPERONARI;8;517;;non alimentare;calzature abbigliamento e accessori ;calzature;settore non alimentare;863;701;1;9.18781400203;45.4630725364;45.4630725364, 9.18781400203
EV/104963;Via ANDREA (SANT') N. 15 (z.d. 1);VENDITA - In sede fissa;Via ANDREA (SANT');15;222;;Non Alimentare;;;;1061;704;1;9.19653183157;45.4689057379;45.4689057379, 9.19653183157
C-EV/43767;VIA PETROCCHI POLICARPO N. 36| isolato:187| accesso: accesso esterno| (z.d. 2);VENDITA - In sede fissa;VIA PETROCCHI POLICARPO;36;703;nuova eco srl.;non alimentare;materiale idrotermo sanitario e arredo bagno ;elettricita' e idraulica;settore non alimentare;705;705;;;;
C-EV/22997;VIA ASTESANI ALESSANDRO N. 46| isolato:052| accesso: accesso esterno| (z.d. 9);VENDITA - In sede fissa;VIA ASTESANI ALESSANDRO;46;703;sma supermercati alimenta;alimentare|non alimentare;(con l'esclusione dei prodotti per i quali e' previsto per legge uno specifico diploma)  ;supermercato alimentare;settore alimentare/non aliment;1685;705;;;;
EV/115598;VIA OREFICI N. 11 (z.d. 1);VENDITA - In sede fissa;VIA OREFICI;11;547;;Non Alimentare;;;;719;710;1;9.18681189800946;45.4646080636514;45.4646080636514, 9.18681189800946
C-EV/70600;Via MONTE NAPOLEONE num.027/e| isolato:314| (z.d. 1);VENDITA - In sede fissa;Via MONTE NAPOLEONE;;219;;Non Alimentare|Alimentare;abbigliamento  ;abbigliamento;settore non alimentare;1097;711;;;;
C-EV/330;Corso VENEZIA N. 15|cso venezia 015| isolato:189| accesso: accesso esterno| (z.d. 1);VENDITA - In sede fissa;Corso VENEZIA;15;238;d E g.;non alimentare;(con l'esclusione dei prodotti per i quali e' previsto per legge uno specifico diploma)  attivita' prevalente_:abbigliamento ;abbigliamento;settore non alimentare;1193;713;1;9.19869319054;45.4683660114;45.4683660114, 9.19869319054
C-EV/48212;Galleria VITTORIO EMANUELE num.063| isolato:354| accesso: accesso esterno| (z.d. 1);VENDITA - In sede fissa;Galleria VITTORIO EMANUELE;;10;prada;non alimentare;(con l'esclusione dei prodotti per i quali è previsto per legge uno specifico diploma)  attivita' prevalente: commercio al minuto di abbigliamento e pelletteria ;merceria;settore non alimentare;720;720;;;;
EV/107675;Viale CERTOSA N. 36 (z.d. 8);VENDITA - In sede fissa;Viale CERTOSA;36;7174;;Non Alimentare;;;;1325;720;8;9.15055682675;45.4907468073;45.4907468073, 9.15055682675
C-EV/26667;Piazza BABILA (SAN) N. 3|pza san babila 003| isolato:316| accesso: accesso esterno| (z.d. 1);VENDITA - In sede fissa;Piazza BABILA (SAN);3;216;salmoiraghi vigano;Non Alimentare;(con esclusione dei prodotti per i quali e' previsto per legge uno specifico diploma) - attivita' prevalente: commercio di occhialeria, cinefotografia e strumenti ottici. ;cine-foto-ottica-art.scientifi;settore non alimentare;842;722;1;9.19716253743;45.4665824301;45.4665824301, 9.19716253743
C-EV/60115;Via GROSOTTO N. 7 pii portello comp u2 lotto 2a| (z.d. 8);VENDITA - In sede fissa;Via GROSOTTO;7;7328;;non alimentare;(con l'esclusione dei prodotti per i quali e' previsto uno specifico diploma) attivita' prevalente: articoli e abbigliamento per l'infanzia ;;settore non alimentare;780;723;8;9.14656440125;45.4908109428;45.4908109428, 9.14656440125
C-EV/28780;Corso GARIBALDI GIUSEPPE num.097/99| isolato:081| accesso: accesso esterno| (z.d. 1);VENDITA - In sede fissa;Corso GARIBALDI GIUSEPPE;;1010;;non alimentare;;mobili;xii sub 1;855;725;;;;
C-EV/69896;Viale CASSIODORO N. 12| isolato:151| accesso: accesso esterno| (z.d. 8);VENDITA - In sede fissa;Viale CASSIODORO;12;6359;farmacia cassiodoro;Tabella speciale Farmacie|Alimentare|Non Alimentare;tabella speciale farmacia ;farmacia (articoli sussidiari);speciale farmacia;1150;726;8;9.16012476848;45.474394229;45.474394229, 9.16012476848
C-EV/49572;Via ALBERICO DA ROSCIATE N. 5 (z.d. 7);VENDITA - In sede fissa;Via ALBERICO DA ROSCIATE;5;6589;;;;;;0;726;7;9.09317726564;45.4588668031;45.4588668031, 9.09317726564
C-EV/49572-1;Via ALBERICO DA ROSCIATE N. 5| isolato:152| accesso: accesso esterno| (z.d. 7);VENDITA - In sede fissa;Via ALBERICO DA ROSCIATE;5;6589;;non alimentare;(con l'esclusione dei prodotti per i quali e' previsto per legge uno specifico diploma)  attivita' prevalente:ferramenta e complementi d'arredo ;ferramenta e ottonami;settore non alimentare;726;726;7;9.09317726564;45.4588668031;45.4588668031, 9.09317726564
C-EV/36082;Via MARCO D'AGRATE N. 8| isolato:115| accesso: accesso esterno| (z.d. 5);VENDITA - In sede fissa;Via MARCO D'AGRATE;8;4276;;non alimentare;;auto-moto-cicli;xiv-automobili|xiv-imbar.e aerom. da diporto|xiv-moto e cicli;1120;730;5;9.21509502018;45.4369689232;45.4369689232, 9.21509502018
EV/105963;Via LORENTEGGIO N. 246 (z.d. 6);VENDITA - In sede fissa;Via LORENTEGGIO;246;5132;;Non Alimentare;;;;1026;730;6;9.12298124516;45.4458221918;45.4458221918, 9.12298124516
C-EV/41632;Piazza NAPOLI N. 2| isolato:001| accesso: accesso esterno| (z.d. 6);VENDITA - In sede fissa;Piazza NAPOLI;2;5131;land rover;non alimentare;;autoveicoli;xiv sub 10;741;741;6;9.15408924967;45.4543724077;45.4543724077, 9.15408924967
C-EV/54660;Piazza LIBERTY (DEL) N. 4|pza del liberty 004| isolato:361| accesso: accesso esterno| (z.d. 1);VENDITA - In sede fissa;Piazza LIBERTY (DEL);4;98;max E co;non alimentare;(con l'esclusione dei prodotti per i quali e' previsto per legge uno specifico diploma)  ;abbigliamento;settore non alimentare;746;746;1;9.19451937464;45.4654671534;45.4654671534, 9.19451937464
C-EV/88;Corso MAGENTA N. 13|cso magenta 013| isolato:343| accesso: accesso esterno| (z.d. 1);VENDITA - In sede fissa;Corso MAGENTA;13;604;bardelli;non alimentare;;abbigliamento uomo;xiv sub 56|xiv sub 19|ix (cont.antec. d.m. 375/88)|x|xiv sub 55;833;747;1;9.1794348192;45.4656172748;45.4656172748, 9.1794348192
C-EV/58603;Via DURINI N. 24|via durini 024| isolato:318| accesso: accesso esterno| (z.d. 1);VENDITA - In sede fissa;Via DURINI;24;313;natuzzi;non alimentare;(con l'esclusione dei prodotti per i quali e' previsto per legge uno specifico diploma)  attivita' prevalente: vendita di mobili e complementi d'arredo ;mobili;settore non alimentare;900;748;1;9.19840459847;45.4650823653;45.4650823653, 9.19840459847
C-EV/61801;Via TORINO N. 21|via torino 021| isolato:446| accesso: accesso esterno| (z.d. 1);VENDITA - In sede fissa;Via TORINO;21;543;mango;non alimentare;(con l'esclusione dei prodotti per i quali e' previsto uno specifico diploma) attivita' prevalente: abbigliamento e relativi accessori - calzature ;abbigliamento;settore non alimentare;1200;748;1;9.18722243836;45.4627410547;45.4627410547, 9.18722243836
C-EV/50976;Via SACCARDO PIETRO ANDREA N. 22| isolato:128| accesso: accesso esterno| (z.d. 3);VENDITA - In sede fissa;Via SACCARDO PIETRO ANDREA;22;2665;lidl;alimentare|non alimentare;(con l'esclusione dei prodotti per i quali e' previsto per legge uno specifico diploma)  ;discount alimentare;settore alimentare/non aliment;750;750;3;9.24119445733;45.4809062051;45.4809062051, 9.24119445733
C-EV/49741;Via BASSO LELIO N. 8 int. m.c.c.| isolato:111| accesso: accesso interno| (z.d. 5);VENDITA - In sede fissa;Via BASSO LELIO;8;5453;in s mercato;alimentare|non alimentare;;discount alimentare;xiv prodotti vari|xiv prodotti per la casa|xiv prod. sport e tempo libero|ii|xiv prodotti per la persona|xiv prod. culturali arte e col|xiv prodotti per l'edilizia|vi|xiv prod.meccanica strum e att|vii|i;750;750;5;9.17389301467;45.4047468401;45.4047468401, 9.17389301467
C-EV/22847;Via MARTINI SIMONE (DETTO MEMMI) N. 3| isolato:046| accesso: accesso esterno| (z.d. 6);VENDITA - In sede fissa;Via MARTINI SIMONE (DETTO MEMMI);3;5307;;non alimentare;;mobili;settore non alimentare;750;750;6;9.15597785377;45.4394907645;45.4394907645, 9.15597785377
C-EV/69010;Via DON RODRIGO num.007| (z.d. 5);VENDITA - In sede fissa;Via DON RODRIGO;;5416;;alimentare|non alimentare;supermercato  ;supermercato alimentare;settore alimentare/non aliment;1100;751;;;;
EV/116190;VIA AGNELLO N. 2 angolo corso vittorio emanuele ii (z.d. 1);VENDITA - In sede fissa;VIA AGNELLO;2;209;;Non Alimentare;;;;1498;752;1;9.19335078016;45.4650438149;45.4650438149, 9.19335078016
EV/116190;VIA AGNELLO N. 2 angolo corso vittorio emanuele ii (z.d. 1);VENDITA - In sede fissa;VIA AGNELLO;2;209;;Non Alimentare;;;;1498;752;1;9.1933727481786;45.4652935513165;45.4652935513165, 9.1933727481786
EV/110543;Largo AUGUSTO N. 1 civico completo 1/3 (z.d. 1);VENDITA - In sede fissa;Largo AUGUSTO;1;315;;Non Alimentare;;;;925;753;1;9.19700995042;45.4632141449;45.4632141449, 9.19700995042
C-EV/69409-1;Viale MARTINI ENRICO N. 9 sup.di vendita computata al10%| (z.d. 4);VENDITA - In sede fissa;Viale MARTINI ENRICO;9;4175;;non alimentare;mobili  ;;settore non alimentare;755;755;4;9.22455683655;45.4387641127;45.4387641127, 9.22455683655
C-EV/61077;Via PALIZZI FILIPPO N. 69 (z.d. 8);VENDITA - In sede fissa;Via PALIZZI FILIPPO;69;7451;;non alimentare;(con l'esclusione dei prodotti per i quali e' previsto uno specifico diploma) ;;settore non alimentare;811;760;8;9.13803241329116;45.5073925941426;45.5073925941426, 9.13803241329116
C-EV/31307;Via TOLSTOI LEONE N. 87| isolato:041| accesso: accesso esterno| (z.d. 6);VENDITA - In sede fissa;Via TOLSTOI LEONE;87;5133;;non alimentare;;autoveicoli;xiv prod.meccanica strum e att|xiv prod. sport e tempo libero;762;762;6;9.14717229594;45.4573439043;45.4573439043, 9.14717229594
C-EV/46122;VIA CARNEVALI ANTONIO N. 116| isolato:034| accesso: accesso interno| (z.d. 9) carnevali antonio 116;VENDITA - In sede fissa;;;;penny market;alimentare|non alimentare;(con esclusione dei prodotti per i quali e' previsto per legge uno specifico diploma)  attivita' prevalente supermercato ;supermercato alimentare;settore alimentare/non aliment;1053;765;;;;
EV/109148;Via BERCHET GIOVANNI N. 2 (z.d. 1);VENDITA - In sede fissa;Via BERCHET GIOVANNI;2;206;;Non Alimentare;;;;1194;767;1;9.19104146636;45.4655501857;45.4655501857, 9.19104146636
EV/109148;Via BERCHET GIOVANNI N. 2 (z.d. 1);VENDITA - In sede fissa;Via BERCHET GIOVANNI;2;206;;Non Alimentare;;;;1194;767;1;9.191023479;45.4655458241;45.4655458241, 9.191023479
C-EV/44680;Corso EUROPA N. 12|cso europa 012| isolato:317| accesso: accesso esterno| (z.d. 1);VENDITA - In sede fissa;Corso EUROPA;12;300;koivu;non alimentare;tessili, biancheria, mobili, casalinghi e art. per illuminazione, elettrodomestici, libri, cartoleria ;casalinghi;settore non alimentare;770;770;1;9.19664640159;45.4642554048;45.4642554048, 9.19664640159
C-EV/35536;Via MURATORI LODOVICO N. 13| isolato:165| accesso: accesso esterno| (z.d. 4);VENDITA - In sede fissa;Via MURATORI LODOVICO;13;4076;;non alimentare;;autoveicoli;xiv-automobili;2824;772;4;9.20583219311;45.4520206444;45.4520206444, 9.20583219311
C-EV/35536;Via MURATORI LODOVICO N. 13| isolato:165| accesso: accesso esterno| (z.d. 4);VENDITA - In sede fissa;Via MURATORI LODOVICO;13;4076;;non alimentare;;autoveicoli;xiv-automobili;2824;772;4;9.20583219311;45.4520206444;45.4520206444, 9.20583219311
EV/114812;CORSO BUENOS AIRES N. 59 (z.d. 3);VENDITA - In sede fissa;CORSO BUENOS AIRES;59;703;;Non Alimentare;;;;1003;773;;;;
C-EV/27895;Via GONIN FRANCESCO N. 11| isolato:156| accesso: accesso esterno| (z.d. 6);VENDITA - In sede fissa;Via GONIN FRANCESCO;11;5376;;non alimentare;;pneumatici;xiv sub 10;776;775;6;9.12718069495;45.4435479977;45.4435479977, 9.12718069495
C-EV/48040;Corso VERCELLI N. 18| isolato:216| accesso: accesso esterno| (z.d. 7);VENDITA - In sede fissa;Corso VERCELLI;18;6193;germani sport;non alimentare;(con l'esclusione dei prodotti per i quali e' previsto per legge uno specifico diploma)attivita' prevalente: abbigliamento e relativi accessori. ;articoli sportivi;settore non alimentare;936;780;7;9.16177874297;45.4665033112;45.4665033112, 9.16177874297
C-EV/38910;Piazza VENTICINQUE APRILE N. 12| isolato:322| accesso: accesso interno| (z.d. 9);VENDITA - In sede fissa;Piazza VENTICINQUE APRILE;12;1064;;non alimentare;complementi per l'arredamento prodotti per l'igiene della persona e della casa profumeria bigiotteria cartoleria cancelleria fiori e piante attrezzature e mangimi per animali giocattoli colori e vernici articoli per l'arredamento delbagno articoli per la mamma e il bambino|complementi per l'arredamento prodotti per l'igiene della persona e della casa profumeria bigiotteria cartoleria cancelleria fiori e piante attrezzature e mangimi per animali giocattoli colori e vernici articoli per l'arredamento delbagno articoli per la mamma e il bambino|;arredamenti;xiv|xii sub 1|xiii (libri)|xii sub 2|x|xiv|xii-materiale elettrico;781;781;9;9.18756064209;45.480979113;45.480979113, 9.18756064209
EV/112325;Via MONTE NAPOLEONE n. 4;VENDITA - In sede fissa;Via MONTE NAPOLEONE;;219;;Non Alimentare;;;;1153;786;;;;
C-EV/42537;Via VALLAZZE N. 87| isolato:035| accesso: accesso esterno| (z.d. 3);VENDITA - In sede fissa;Via VALLAZZE;87;2250;unes;alimentare|non alimentare;(con l'esclusione dei prodotti per i quali e' previsto uno specifico diploma) attivita' prevalente: supermercato;supermercato alimentare;settore alimentare/non aliment;790;790;3;9.22836267727;45.4847319611;45.4847319611, 9.22836267727
C-EV/34694;Via MONTE NAPOLEONE N. 20|via monte napoleone 020| isolato:258| accesso: accesso esterno| (z.d. 1);VENDITA - In sede fissa;Via MONTE NAPOLEONE;20;219;valentino;Non Alimentare;(con l'esclusione dei prodotti per i quali è previsto per legge uno specifico diploma)  attivita' prevalente: abbigliamento ;abbigliamento;settore non alimentare;1251;792;1;9.19372555194;45.4695384318;45.4695384318, 9.19372555194
C-EV/23016;Via LOMELLINA N. 1| isolato:255| accesso: accesso esterno| (z.d. 4);VENDITA - In sede fissa;Via LOMELLINA;1;3280;sma supermercati;Non Alimentare;(con l'esclusione dei prodotti per i quali e' previsto uno specifico diploma) (con l'esclusione dei prodotti per i quali e' previsto uno specifico diploma) attivita' prevalente: supermercato;supermercato;settore alimentare/non aliment;1450;794;4;9.2299931498;45.4627779907;45.4627779907, 9.2299931498
EV/112893;Galleria DE CRISTOFORIS N. 3 (z.d. 1);VENDITA - In sede fissa;Galleria DE CRISTOFORIS;3;100;;Non Alimentare;;;;1454;794;1;9.1946145518;45.4657189454;45.4657189454, 9.1946145518
C-EV/23049;Via DOMENICHINO N. 2| isolato:227| accesso: accesso esterno| (z.d. 7);VENDITA - In sede fissa;Via DOMENICHINO;2;6383;esselunga;;;supermercato alimentare;viii;1417;795;7;9.15005352208;45.4739228123;45.4739228123, 9.15005352208
C-EV/49895-1;Via NERVESA N. 30 (z.d. 4);VENDITA - In sede fissa;Via NERVESA;30;4167;;non alimentare;;;xiv prod.meccanica strum e att;800;800;4;9.21904933408;45.443393151;45.443393151, 9.21904933408
C-EV/49895-1;Via NERVESA N. 30 (z.d. 4);VENDITA - In sede fissa;Via NERVESA;30;4167;;non alimentare;;;xiv prod.meccanica strum e att;800;800;4;9.21904933408;45.443393151;45.443393151, 9.21904933408
C-EV/50428;Ripa PORTA TICINESE (DI) N. 73 (z.d. 1);VENDITA - In sede fissa;Ripa PORTA TICINESE (DI);73;5150;;;;;;800;800;6;9.16889017942;45.4502479923;45.4502479923, 9.16889017942
C-EV/26001;VIALE TIBALDI N. 35| isolato:164| accesso: accesso esterno| (z.d. 5);VENDITA - In sede fissa;VIALE TIBALDI;35;703;pam;alimentare|non alimentare;supermercato  ;supermercato alimentare;settore alimentare/non aliment;1691;800;;;;
C-EV/26046;VIA PICCINNI NICOLA N. 2| isolato:027| accesso: accesso esterno| (z.d. 3);VENDITA - In sede fissa;VIA PICCINNI NICOLA;2;2236;pam;non alimentare|alimentare;supermercato  ;supermercato alimentare;settore alimentare/non aliment;2040;800;3;9.21417957833;45.4829703585;45.4829703585, 9.21417957833
C-EV/52926;Via PECCHIO GIUSEPPE N. 10| isolato:040| (z.d. 3);VENDITA - In sede fissa;Via PECCHIO GIUSEPPE;10;2240;;non alimentare;(con l'esclusione dei prodotti per i quali e' previsto uno specifico diploma) attivita' prevalente: auto ;auto-moto-cicli;settore non alimentare;800;800;3;9.21789875697;45.4843736752;45.4843736752, 9.21789875697
C-EV/33954;Viale ESPINASSE CARLO N. 19| isolato:243| accesso: accesso esterno| (z.d. 8);VENDITA - In sede fissa;Viale ESPINASSE CARLO;19;7390;;alimentare|non alimentare;(con l'esclusione dei prodotti per i quali è previsto per legge uno specifico diploma)  attivita' prevalente: vendita settore alimentare ;supermercato alimentare e non alimentare;settore alimentare/non aliment;2253;800;8;9.14396855089;45.4945492729;45.4945492729, 9.14396855089
C-EV/7482;Via LOMBROSO CESARE N. 54 interno merc.ingros.ortofrutt.| isolato:091| accesso: accesso esterno| (z.d. 4);VENDITA - In sede fissa;Via LOMBROSO CESARE;54;3334;;alimentare|non alimentare;;pasticceria - gelateria;xiv sub 50|vii (cont.antec. d.m. 27/6/86);900;800;4;9.23094939166;45.4560329493;45.4560329493, 9.23094939166
C-EV/7482;Via LOMBROSO CESARE N. 54 interno merc.ingros.ortofrutt.| isolato:091| accesso: accesso esterno| (z.d. 4);VENDITA - In sede fissa;Via LOMBROSO CESARE;54;3334;;alimentare|non alimentare;;pasticceria - gelateria;xiv sub 50|vii (cont.antec. d.m. 27/6/86);900;800;4;9.23212536974791;45.4552043425859;45.4552043425859, 9.23212536974791
C-EV/10127;Via SODERINI LUIGI N. 54| isolato:069| accesso: accesso esterno| (z.d. 6);VENDITA - In sede fissa;Via SODERINI LUIGI;54;6675;;non alimentare;;autoveicoli;xiv sub 10;1540;800;6;9.13393920433;45.4542523267;45.4542523267, 9.13393920433
C-EV/10127;Via SODERINI LUIGI N. 54| isolato:069| accesso: accesso esterno| (z.d. 6);VENDITA - In sede fissa;Via SODERINI LUIGI;54;6675;;non alimentare;;autoveicoli;xiv sub 10;1540;800;6;9.13385856601;45.4542392822;45.4542392822, 9.13385856601
